"id","submitdate","lastpage","startlanguage","startdate","datestamp","refurl","INSTRUKCJA","LOSUJ","PIERWSZE1[1]","PIERWSZE2[2]","PIERWSZE3[3]","PIERWSZE4[4]","PIERWSZE5[5]","PIERWSZE6[6]","PIERWSZE7[7]","PIERWSZE8[8]","PIERWSZE9[9]","PIERWSZE10[10]","PIERWSZE11[11]","PIERWSZE12[12]","PIERWSZE13[13]","PIERWSZE14[14]","PIERWSZE15[15]","PIERWSZE16[16]","PIERWSZE17[17]","PIERWSZE18[18]","PIERWSZE19[19]","PIERWSZE20[20]","PIERWSZE21[21]","PIERWSZE22[22]","PIERWSZE23[23]","PIERWSZE24[24]","DRUGIE1[1]","DRUGIE2[2]","DRUGIE3[3]","DRUGIE4[4]","DRUGIE5[5]","DRUGIE6[6]","DRUGIE7[7]","DRUGIE8[8]","DRUGIE9[9]","DRUGIE10[10]","DRUGIE11[11]","DRUGIE12[12]","DRUGIE13[13]","DRUGIE14[14]","DRUGIE15[15]","DRUGIE16[16]","DRUGIE17[17]","DRUGIE18[18]","DRUGIE19[19]","DRUGIE20[20]","DRUGIE21[21]","DRUGIE22[22]","DRUGIE23[23]","DRUGIE24[24]","TRZECIE8","TRZECIE9","TRZECIE11","TRZECIE12","TRZECIE14","TRZECIE15","TRZECIE17","TRZECIE18","TRZECIE20","TRZECIE21","TRZECIE23","TRZECIE24","CZWARTE9","CZWARTE8","CZWARTE3","CZWARTE14","CZWARTE15","CZWARTE17","CZWARTE18","CZWARTE20","CZWARTE21","CZWARTE23","CZWARTE24","CZWARTE2","CZWARTE5","CZWARTE6","CZWARTE11","CZWARTE12","PIATE20","PIATE21","PIATE23","PIATE24","G","Y","E","E[other]","F","H","interviewtime","groupTime212","INSTRUKCJATime","groupTime207","LOSUJTime","groupTime206","PIERWSZE1Time","PIERWSZE2Time","PIERWSZE3Time","PIERWSZE4Time","PIERWSZE5Time","PIERWSZE6Time","PIERWSZE7Time","PIERWSZE8Time","PIERWSZE9Time","PIERWSZE10Time","PIERWSZE11Time","PIERWSZE12Time","PIERWSZE13Time","PIERWSZE14Time","PIERWSZE15Time","PIERWSZE16Time","PIERWSZE17Time","PIERWSZE18Time","PIERWSZE19Time","PIERWSZE20Time","PIERWSZE21Time","PIERWSZE22Time","PIERWSZE23Time","PIERWSZE24Time","groupTime208","DRUGIE1Time","DRUGIE2Time","DRUGIE3Time","DRUGIE4Time","DRUGIE5Time","DRUGIE6Time","DRUGIE7Time","DRUGIE8Time","DRUGIE9Time","DRUGIE10Time","DRUGIE11Time","DRUGIE12Time","DRUGIE13Time","DRUGIE14Time","DRUGIE15Time","DRUGIE16Time","DRUGIE17Time","DRUGIE18Time","DRUGIE19Time","DRUGIE20Time","DRUGIE21Time","DRUGIE22Time","DRUGIE23Time","DRUGIE24Time","groupTime209","TRZECIE8Time","TRZECIE9Time","TRZECIE11Time","TRZECIE12Time","TRZECIE14Time","TRZECIE15Time","TRZECIE17Time","TRZECIE18Time","TRZECIE20Time","TRZECIE21Time","TRZECIE23Time","TRZECIE24Time","groupTime210","CZWARTE9Time","CZWARTE8Time","CZWARTE3Time","CZWARTE14Time","CZWARTE15Time","CZWARTE17Time","CZWARTE18Time","CZWARTE20Time","CZWARTE21Time","CZWARTE23Time","CZWARTE24Time","CZWARTE2Time","CZWARTE5Time","CZWARTE6Time","CZWARTE11Time","CZWARTE12Time","groupTime211","PIATE20Time","PIATE21Time","PIATE23Time","PIATE24Time","groupTime213","GTime","YTime","ETime","FTime","HTime"
"442","2015-10-29 10:09:42","8","pl","2015-10-29 10:06:54","2015-10-29 10:09:42","https://m.facebook.com/","","17","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","jest tylko w pewnym stopniu zasługą chłopca.","","","","","","","","","","","jest w znacznym stopniu zasługą dozorcy.","","","","","","","","","","","","","","","Kobieta","1984.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","165.67","17.93","","","","15.58","","","","","","","","","","","","","","","","","","","","","","","","","58.59","","","","","","","","","","","","","","","","","","","","","","","","","23.21","","","","","","","","","","","","","11.82","","","","","","","","","","","","","","","","","","","","","","38.54","","","","",""
"443","2015-10-29 10:11:02","8","pl","2015-10-29 10:09:38","2015-10-29 10:11:02","https://www.facebook.com","","12","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","nie jest winą robotników.","","","","","","","","","","","","","","","","","","","","","","","","jest  w znacznym stopniu winą dozorcy.","","","","","Mężczyzna","1996.0000000000","Średnie","","Nie","Nie","81.31","6.23","","","","10.45","","","","","","","","","","","","","","","","","","","","","","","","","25.27","","","","","","","","","","","","","","","","","","","","","","","","","7.6","","","","","","","","","","","","","13.26","","","","","","","","","","","","","","","","","","","","","","18.5","","","","",""
"444","2015-10-29 10:15:01","8","pl","2015-10-29 10:12:05","2015-10-29 10:15:01","https://www.facebook.com/","","1","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kobieta","1993.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","174.79","5.65","","","","73.61","","","","","","","","","","","","","","","","","","","","","","","","","65.54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.99","","","","",""
"446","2015-10-29 10:15:47","8","pl","2015-10-29 10:13:41","2015-10-29 10:15:47","https://www.facebook.com/","","11","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","nie jest zasługą robotników.","","","","","","","","","","","","","","","","","","","","","","","","jest całkowicie zasługą dozorcy.","","","","","","Kobieta","1975.0000000000","Średnie","","Nie","Nie","123.25","10.91","","","","8.86","","","","","","","","","","","","","","","","","","","","","","","","","51.51","","","","","","","","","","","","","","","","","","","","","","","","","22.69","","","","","","","","","","","","","9.69","","","","","","","","","","","","","","","","","","","","","","19.59","","","","",""
"447","2015-10-29 10:16:24","8","pl","2015-10-29 10:14:09","2015-10-29 10:16:23","https://www.facebook.com","","13","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kobieta","1998.0000000000","Średnie","","Nie","Nie","132.82","16.88","","","","27.51","","","","","","","","","","","","","","","","","","","","","","","","","50.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.01","","","","",""
"451","2015-10-29 10:29:45","8","pl","2015-10-29 10:27:05","2015-10-29 10:29:45","https://www.facebook.com/","","21","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","nie jest winą chłopca.","","","","","","","","","","","jest w stopniu znikomym winą dozorcy.","","","","","","","","","nie jest winą pani Malinowskiej.","","","Kobieta","1995.0000000000","Średnie","","Nie","Nie","157.61","14.32","","","","9.49","","","","","","","","","","","","","","","","","","","","","","","","","60.59","","","","","","","","","","","","","","","","","","","","","","","","","9.88","","","","","","","","","","","","","21.25","","","","","","","","","","","","","","","","","13.6","","","","","28.48","","","","",""
"452","2015-10-29 10:30:18","8","pl","2015-10-29 10:27:16","2015-10-29 10:30:18","","","4","","","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kobieta","1986.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","171.76","14.42","","","","20.04","","","","","","","","","","","","","","","","","","","","","","","","","79.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.2","","","","",""
"453","2015-10-29 10:35:11","8","pl","2015-10-29 10:33:13","2015-10-29 10:35:11","","","11","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","0.0000000000","","","","","","","","","","","","","","","","nie jest zasługą robotników.","","","","","","","","","","","","","","","","","","","","","","","","jest całkowicie zasługą dozorcy.","","","","","","Kobieta","1957.0000000000","Habilitacja lub profesor tytularny","","Nie","Nie","115.1","8.25","","","","26.29","","","","","","","","","","","","","","","","","","","","","","","","","24.85","","","","","","","","","","","","","","","","","","","","","","","","","13.28","","","","","","","","","","","","","10.05","","","","","","","","","","","","","","","","","","","","","","32.38","","","","",""
"454","2015-10-29 10:42:41","8","pl","2015-10-29 10:40:37","2015-10-29 10:42:41","https://www.facebook.com/","","1","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kobieta","1986.0000000000","Inne","policealne","Nie","Nie","122.66","15.9","","","","68.04","","","","","","","","","","","","","","","","","","","","","","","","","10.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.98","","","","",""
"455","2015-10-29 10:45:59","8","pl","2015-10-29 10:42:35","2015-10-29 10:45:59","https://www.facebook.com/","","21","","","","","","","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","jest w stopniu znikomym winą chłopca.","","","","","","","","","","","jest tylko w pewnym stopniu winą dozorcy.","","","","","","","","","nie jest winą pani Malinowskiej.","","","Mężczyzna","1989.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","203.48","14.71","","","","17.24","","","","","","","","","","","","","","","","","","","","","","","","","56.97","","","","","","","","","","","","","","","","","","","","","","","","","15.16","","","","","","","","","","","","","18.4","","","","","","","","","","","","","","","","","21.8","","","","","59.2","","","","",""
"456","2015-10-29 10:51:24","8","pl","2015-10-29 10:49:54","2015-10-29 10:51:24","https://m.facebook.com/","","7","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mężczyzna","1993.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","88.13","8.14","","","","35.31","","","","","","","","","","","","","","","","","","","","","","","","","10.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.57","","","","",""
"457","2015-10-29 10:57:58","8","pl","2015-10-29 10:53:46","2015-10-29 10:57:58","https://www.facebook.com/","","14","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","nie jest zasługą chłopca.","","","","","","","","","","","jest w znacznym stopniu zasługą dozorcy.","","","","","","","","","","","","","","","","","Mężczyzna","1995.0000000000","Średnie","","Nie","Nie","231.23","27.28","","","","100.97","","","","","","","","","","","","","","","","","","","","","","","","","14.69","","","","","","","","","","","","","","","","","","","","","","","","","41.53","","","","","","","","","","","","","11.57","","","","","","","","","","","","","","","","","","","","","","35.19","","","","",""
"459","2015-10-29 11:13:51","8","pl","2015-10-29 11:11:10","2015-10-29 11:13:51","https://www.facebook.com/","","5","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","jest całkowicie zasługą dozorcy.","","","","","","","","Kobieta","1983.0000000000","Doktorat","","Nie","Nie","159.99","15.21","","","","30.25","","","","","","","","","","","","","","","","","","","","","","","","","55.54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.3","","","","","","","","","","","","","","","","","","","","","","28.69","","","","",""
"460","2015-10-29 11:19:30","8","pl","2015-10-29 11:16:25","2015-10-29 11:19:30","https://www.facebook.com","","22","","","","","","","","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mężczyzna","1978.0000000000","Średnie","","Nie","Nie","184.3","24.16","","","","93.09","","","","","","","","","","","","","","","","","","","","","","","","","36.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.74","","","","",""
"461","2015-10-29 11:19:50","8","pl","2015-10-29 11:16:44","2015-10-29 11:19:50","http://m.facebook.com/","","18","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","nie jest winą chłopca.","","","","","","","","","","","nie jest winą dozorcy.","","","","","","","","","","","","","","Mężczyzna","1979.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","183.13","7.77","","","","40.46","","","","","","","","","","","","","","","","","","","","","","","","","48.57","","","","","","","","","","","","","","","","","","","","","","","","","24.34","","","","","","","","","","","","","16.19","","","","","","","","","","","","","","","","","","","","","","45.8","","","","",""
"462","2015-10-29 11:25:33","8","pl","2015-10-29 11:23:38","2015-10-29 11:25:33","","","3","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","jest  w znacznym stopniu winą dozorcy.","","","","","","","","","","","","","","","","","","Kobieta","1981.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Tak","113.72","12.51","","","","15.15","","","","","","","","","","","","","","","","","","","","","","","","","46.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.39","","","","","","","","","","","","","","","","","","","","","","18.78","","","","",""
"464","2015-10-29 11:35:41","8","pl","2015-10-29 11:33:37","2015-10-29 11:35:41","https://www.facebook.com/","","2","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","jest całkowicie zasługą dozorcy.","","","","","","","","","Mężczyzna","1995.0000000000","Średnie","","Nie","Nie","122.83","11.21","","","","46.69","","","","","","","","","","","","","","","","","","","","","","","","","16.53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.54","","","","","","","","","","","","","","","","","","","","","","34.86","","","","",""
"466","2015-10-29 11:38:26","8","pl","2015-10-29 11:35:21","2015-10-29 11:38:26","","","18","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","nie jest winą chłopca.","","","","","","","","","","","jest w stopniu znikomym winą dozorcy.","","","","","","","","","","","","","","Kobieta","1980.0000000000","Średnie","","Nie","Nie","183.08","15.28","","","","75.57","","","","","","","","","","","","","","","","","","","","","","","","","22.72","","","","","","","","","","","","","","","","","","","","","","","","","10.17","","","","","","","","","","","","","39.58","","","","","","","","","","","","","","","","","","","","","","19.76","","","","",""
"468","2015-10-29 11:41:04","8","pl","2015-10-29 11:38:21","2015-10-29 11:41:04","https://www.facebook.com/","","20","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","jest w stopniu znikomym zasługą chłopca.","","","","","","","","","","","jest w znacznym stopniu zasługą dozorcy.","","","","","","","","","jest tylko w pewnym stopniu zasługą pani Malinowskiej.","","","","Kobieta","1988.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","159.77","3.49","","","","15.88","","","","","","","","","","","","","","","","","","","","","","","","","38.98","","","","","","","","","","","","","","","","","","","","","","","","","21.68","","","","","","","","","","","","","24.06","","","","","","","","","","","","","","","","","26.13","","","","","29.55","","","","",""
"469","2015-10-29 11:41:26","8","pl","2015-10-29 11:38:35","2015-10-29 11:41:26","https://www.facebook.com","","8","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","jest tylko w pewnym stopniu zasługą pani Malinowskiej.","","","","","","","","","","","","","jest w znacznym stopniu zasługą dozorcy.","","","","","","","","","","","","","","","","","","","Kobieta","1975.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","167.07","11.62","","","","60.13","","","","","","","","","","","","","","","","","","","","","","","","","18.41","","","","","","","","","","","","","","","","","","","","","","","","","13.75","","","","","","","","","","","","","19.54","","","","","","","","","","","","","","","","","","","","","","43.62","","","","",""
"470","2015-10-29 11:43:19","8","pl","2015-10-29 11:41:39","2015-10-29 11:43:18","https://www.facebook.com","","1","1.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kobieta","1990.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","98.27","8.96","","","","13.54","","","","","","","","","","","","","","","","","","","","","","","","","51.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.46","","","","",""
"471","2015-10-29 11:48:38","8","pl","2015-10-29 11:47:26","2015-10-29 11:48:38","https://www.facebook.com/","","1","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mężczyzna","1987.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","70.83","2.99","","","","33.54","","","","","","","","","","","","","","","","","","","","","","","","","17.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.74","","","","",""
"473","2015-10-29 11:52:53","8","pl","2015-10-29 11:48:43","2015-10-29 11:52:53","https://www.facebook.com/","","11","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","jest w stopniu znikomym zasługą robotników.","","","","","","","","","","","","","","","","","","","","","","","","jest w znacznym stopniu zasługą dozorcy.","","","","","","Kobieta","1980.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","248.55","11.68","","","","27.19","","","","","","","","","","","","","","","","","","","","","","","","","118.86","","","","","","","","","","","","","","","","","","","","","","","","","15.14","","","","","","","","","","","","","42.95","","","","","","","","","","","","","","","","","","","","","","32.73","","","","",""
"475","2015-10-29 11:51:12","8","pl","2015-10-29 11:49:25","2015-10-29 11:51:12","https://www.facebook.com/","","19","","","","","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kobieta","1989.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","105.5","10.52","","","","44.02","","","","","","","","","","","","","","","","","","","","","","","","","29.87","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.09","","","","",""
"476","2015-10-29 11:53:17","8","pl","2015-10-29 11:49:31","2015-10-29 11:53:17","https://www.facebook.com/","","17","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","jest w stopniu znikomym zasługą chłopca.","","","","","","","","","","","jest w znacznym stopniu zasługą dozorcy.","","","","","","","","","","","","","","","Kobieta","1979.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","222.88","7.16","","","","53.13","","","","","","","","","","","","","","","","","","","","","","","","","76.45","","","","","","","","","","","","","","","","","","","","","","","","","18.23","","","","","","","","","","","","","36.66","","","","","","","","","","","","","","","","","","","","","","31.25","","","","",""
"477","2015-10-29 11:51:57","8","pl","2015-10-29 11:49:45","2015-10-29 11:51:57","","","5","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","jest całkowicie zasługą dozorcy.","","","","","","","","Mężczyzna","1962.0000000000","Doktorat","","Tak","Nie","129.82","14.32","","","","53.68","","","","","","","","","","","","","","","","","","","","","","","","","20.63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.03","","","","","","","","","","","","","","","","","","","","","","26.16","","","","",""
"478","2015-10-29 11:52:51","8","pl","2015-10-29 11:50:08","2015-10-29 11:52:51","","","9","","","","","","","","","1.0000000000","","","","","","","","","","","","","","","","","","","","","","","","0.0000000000","","","","","","","","","","","","","","","","","nie jest winą pani Malinowskiej.","","","","","","","","","","","nie jest winą dozorcy.","","","","","","","","","","","","","","","","","","","","Mężczyzna","1976.0000000000","Wyższe (licencjat, magister, inżynier)","","Tak","Nie","161.41","18.26","","","","30.7","","","","","","","","","","","","","","","","","","","","","","","","","49.92","","","","","","","","","","","","","","","","","","","","","","","","","16.9","","","","","","","","","","","","","16.48","","","","","","","","","","","","","","","","","","","","","","29.15","","","","",""
"480","2015-10-29 11:53:22","8","pl","2015-10-29 11:50:48","2015-10-29 11:53:22","https://www.facebook.com/","","14","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","jest w stopniu znikomym zasługą chłopca.","","","","","","","","","","","jest całkowicie zasługą dozorcy.","","","","","","","","","","","","","","","","","Mężczyzna","1982.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","149.66","17.44","","","","23.47","","","","","","","","","","","","","","","","","","","","","","","","","38.86","","","","","","","","","","","","","","","","","","","","","","","","","20.88","","","","","","","","","","","","","27.86","","","","","","","","","","","","","","","","","","","","","","21.15","","","","",""
"481","2015-10-29 11:53:16","8","pl","2015-10-29 11:51:23","2015-10-29 11:53:16","http://m.facebook.com","","7","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kobieta","1985.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","110.59","11.25","","","","20.55","","","","","","","","","","","","","","","","","","","","","","","","","51.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.4","","","","",""
"482","2015-10-29 11:54:50","8","pl","2015-10-29 11:53:22","2015-10-29 11:54:50","http://l.facebook.com/l.php?u=http%3A%2F%2Fsokratyzer.pl%2Flimesurvey%2Findex.php%2F729544%3Fnewtest%3DY&h=XAQH_Wj0VAQG5rb8QAsRxTS_5YqOSbHDR8odBE9peypkFBQ&enc=AZMJEkbhDJIYnCbIg1rPu1J3czWVOajLvFW5ogrYi9rc7TUw2UORFy2q4JxWkn7lo-EAvZEoxevy_WupILwTd3byrABpbQYe","","16","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kobieta","1977.0000000000","Doktorat","","Nie","Nie","85.79","13.65","","","","12.02","","","","","","","","","","","","","","","","","","","","","","","","","41.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.66","","","","",""
"483","2015-10-29 11:58:00","8","pl","2015-10-29 11:56:28","2015-10-29 11:58:00","https://www.facebook.com","","10","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kobieta","1997.0000000000","Średnie","","Nie","Nie","89.44","10.87","","","","45.31","","","","","","","","","","","","","","","","","","","","","","","","","12.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.49","","","","",""
"484","2015-10-29 11:59:27","8","pl","2015-10-29 11:57:19","2015-10-29 11:59:27","","","2","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","jest całkowicie zasługą dozorcy.","","","","","","","","","Kobieta","1962.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","125.86","12.01","","","","37.88","","","","","","","","","","","","","","","","","","","","","","","","","18.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.75","","","","","","","","","","","","","","","","","","","","","","31.82","","","","",""
"485","2015-10-29 12:00:30","8","pl","2015-10-29 11:57:36","2015-10-29 12:00:30","","","15","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","nie jest winą chłopca.","","","","","","","","","","","nie jest winą dozorcy.","","","","","","","","","","","","","","","","Kobieta","1958.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","170.61","15.43","","","","60.47","","","","","","","","","","","","","","","","","","","","","","","","","27.96","","","","","","","","","","","","","","","","","","","","","","","","","24.39","","","","","","","","","","","","","14.42","","","","","","","","","","","","","","","","","","","","","","27.94","","","","",""
"486","2015-10-29 12:04:50","8","pl","2015-10-29 12:02:16","2015-10-29 12:04:50","http://m.facebook.com/","","4","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kobieta","1986.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Tak","153.14","26.12","","","","61.28","","","","","","","","","","","","","","","","","","","","","","","","","24.79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.95","","","","",""
"487","2015-10-29 12:05:34","8","pl","2015-10-29 12:04:36","2015-10-29 12:05:34","https://www.facebook.com/","","4","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kobieta","1980.0000000000","Doktorat","","Tak","Tak","56.74","7.8","","","","12.29","","","","","","","","","","","","","","","","","","","","","","","","","19.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.33","","","","",""
"488","2015-10-29 12:07:46","8","pl","2015-10-29 12:05:09","2015-10-29 12:07:46","http://lm.facebook.com/lsr.php?u=http%3A%2F%2Fsokratyzer.pl%2Flimesurvey%2Findex.php%2F729544%3Fnewtest%3DY&ext=1446116738&hash=Acn8_PNk2Ym0Bdw6LO4-t-BMIwIaxdFRiTJzleO3Kv8R2Q&_rdr","","3","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","nie jest winą dozorcy.","","","","","","","","","","","","","","","","","","Kobieta","1991.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","155","16.81","","","","29.08","","","","","","","","","","","","","","","","","","","","","","","","","48.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.9","","","","","","","","","","","","","","","","","","","","","","41.35","","","","",""
