"id","submitdate","lastpage","startlanguage","LOSUJ","IgnacySlawekEkrPow","JanekEkrPow","WiktorEkrPow","StandardEkrPow","INSTRUKCJA","INSTRUKCJAZWYKLA","IntHARM","IntHELP","WoOHARM","WoOHELP","IOHARM","IOMHELP","helpWYM","harmWYM","licznikISTN","helpZROZ","harmZROZ","licznikZROZ","helpBEZSENS","harmBEZSENS","licznikSENS","HE1","HE2","HA1","HA2","HARMPRIMENV","HARMBISENV","HELPPRIMENV","HELPBISENV","HARMPRIMSTARVE","HARMBISSTARVE","HELPPRIMSTARVE","HELPBISSTARVE","Sadzi2wdrozenieHARM","Sadzi2wdrozenieHELP","Sadzi3stansieHARM","Sadzi3stansieHELP","ZROZMYSLEMHARM","ZROZMYSLEMHELP","UMYSLNIEHARM","UMYSLNIEHELP","RESPHARM","RESPHELP","RESPHARM2","RESPHELP2","G","Y","E","E[other]","F","H","IgnacySlawekEkrPoz","JanekEkrPoz","WiktorEkrPoz","StandardEkrPoz","BiKEkrPoz"
"600","1980-01-01 00:00:00","21","pl","9","","","","","","","","","","","","","","","","","","","","","","A5","A3","","","","","","","","","","","","","","","","","","","","","","","M","1996.0000000000","A3","","A2","Y","","","","",""
"601","","15","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"602","","1","pl","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"603","","1","pl","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"604","1980-01-01 00:00:00","21","pl","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","1","","","","M","1979.0000000000","A3","","A1","N","","","","",""
"605","1980-01-01 00:00:00","21","pl","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","1","","M","1985.0000000000","A4","","A2","N","","","","",""
"606","1980-01-01 00:00:00","21","pl","7","","","","","","","","","","","","","","","","","","","N","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","2","","","F","1997.0000000000","A1","","A2","N","","","","",""
"607","","1","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"608","","1","pl","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"609","","1","pl","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"610","","1","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"611","1980-01-01 00:00:00","21","pl","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","2","F","1997.0000000000","A1","","A2","N","","","","",""
"612","","1","pl","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"613","","1","pl","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"614","1980-01-01 00:00:00","21","pl","9","","","","","","","","","","","","","","","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","M","1993.0000000000","A4","","A2","N","","","","",""
"615","","3","pl","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"616","1980-01-01 00:00:00","21","pl","5","","","","","","","","","","","","","","","","Y","","59.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","2","","","M","1955.0000000000","A4","","A2","N","","","","",""
"617","1980-01-01 00:00:00","21","pl","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","2","","F","1988.0000000000","A4","","A2","N","","","","",""
"618","1980-01-01 00:00:00","21","pl","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","2","","F","1992.0000000000","A3","","A2","N","","","","",""
"619","","1","pl","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"620","1980-01-01 00:00:00","21","pl","11","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","N","","","","","","","","","","","","","","","","F","1998.0000000000","A1","","A2","Y","","","","",""
"621","","1","pl","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"622","","1","pl","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"623","","1","pl","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"624","","1","pl","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"625","","1","pl","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"626","","19","pl","10","","","","","","","","","","","","","","","","","","","","","","","","A2","A3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"627","1980-01-01 00:00:00","21","pl","4","","","","","","","","","","","","","","Y","5.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","F","1989.0000000000","A4","","A2","N","","","","",""
"628","","1","pl","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"629","","1","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"630","1980-01-01 00:00:00","21","pl","1","","","","","","","Y","","N","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","M","1998.0000000000","-oth-","Gimnazjalne","A2","Y","","","","",""
"631","1980-01-01 00:00:00","21","pl","12","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","N","","","","","","","","","","","","","","","F","1987.0000000000","A4","","A2","Y","","","","",""
"632","","3","pl","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"633","","1","pl","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"634","1980-01-01 00:00:00","21","pl","3","","","","","","","","","","","","","Y","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","M","1955.0000000000","A4","","A2","N","","","","",""
"635","1980-01-01 00:00:00","21","pl","5","","","","","","","","","","","","","","","","N","","31.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","5","","","M","1979.0000000000","-oth-","dr","A2","N","","","","",""
"636","1980-01-01 00:00:00","21","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","4","F","1999.0000000000","A3","","A2","N","","","","",""
"637","","2","pl","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"638","","6","pl","4","","","","","","","","","","","","","","","284.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"639","","1","pl","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"640","","7","pl","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"641","1980-01-01 00:00:00","21","pl","5","","","","","","","","","","","","","","","","N","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","3","","","F","1991.0000000000","A4","","A2","N","","","","",""
"642","1980-01-01 00:00:00","21","pl","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","Y","","","","","","","","","","","","","","F","1998.0000000000","A3","","A2","N","","","","",""
"643","1980-01-01 00:00:00","21","pl","6","","","","","","","","","","","","","","","","","Y","54.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1","","","","M","1951.0000000000","A4","","A2","N","","","","",""
"644","","1","pl","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"645","1980-01-01 00:00:00","21","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","3","F","1992.0000000000","A4","","A1","Y","","","","",""
"646","","1","pl","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"647","","1","pl","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"648","","6","pl","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"649","1980-01-01 00:00:00","21","pl","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","Y","","","","","","","","","","","","","","F","1980.0000000000","A4","","A1","N","","","","",""
"650","","1","pl","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"651","","1","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"652","1980-01-01 00:00:00","21","pl","6","","","","","","","","","","","","","","","","","N","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1","","","","F","1998.0000000000","A3","","A2","N","","","","",""
"653","1980-01-01 00:00:00","21","pl","1","","","","","","","Y","","Y","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","1998.0000000000","A1","","A2","N","","","","",""
"654","","1","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"655","1980-01-01 00:00:00","21","pl","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","3","","","F","1998.0000000000","A1","","A2","N","","","","",""
"656","1980-01-01 00:00:00","21","pl","5","","","","","","","","","","","","","","","","Y","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","3","","","F","1991.0000000000","A4","","A2","N","","","","",""
"657","","1","pl","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"658","","1","pl","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"659","","1","pl","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"660","1980-01-01 00:00:00","21","pl","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","1","","","F","1998.0000000000","A1","","A2","N","","","","",""
"661","1980-01-01 00:00:00","21","pl","8","","","","","","","","","","","","","","","","","","","","Y","2.0000000000","","","","","","","","","","","","","","","","","","","","","1","","","","F","1998.0000000000","A1","","A2","N","","","","",""
"662","","1","pl","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"663","","2","pl","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"664","1980-01-01 00:00:00","21","pl","1","","","","","","","Y","","N","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","1998.0000000000","A3","","A2","N","","","","",""
"665","","19","pl","10","","","","","","","","","","","","","","","","","","","","","","","","A5","A3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"666","","1","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"667","1980-01-01 00:00:00","21","pl","4","","","","","","","","","","","","","","Y","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","F","1998.0000000000","A1","","A2","N","","","","",""
"668","1980-01-01 00:00:00","21","pl","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","1","","F","1998.0000000000","A1","","A2","N","","","","",""
"669","1980-01-01 00:00:00","21","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","Y","","","","","","","","","","","","","F","2003.0000000000","A1","","A2","N","","","","",""
"670","","2","pl","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"671","","1","pl","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"672","1980-01-01 00:00:00","21","pl","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","1","","","","M","1992.0000000000","A4","","A1","Y","","","","",""
"673","","15","pl","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"674","","1","pl","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"675","","1","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"676","1980-01-01 00:00:00","21","pl","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","5","","","F","1998.0000000000","A3","","A2","N","","","","",""
"677","","11","pl","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"678","","1","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"679","1980-01-01 00:00:00","21","pl","8","","","","","","","","","","","","","","","","","","","","Y","14.0000000000","","","","","","","","","","","","","","","","","","","","","1","","","","F","1998.0000000000","A1","","A2","N","","","","",""
"680","","1","pl","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"681","1980-01-01 00:00:00","21","pl","1","","","","","","","Y","","Y","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","1992.0000000000","A4","","A2","N","","","","",""
"682","1980-01-01 00:00:00","21","pl","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","4","M","1989.0000000000","A4","","A2","N","","","","",""
"683","1980-01-01 00:00:00","21","pl","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","","","1","","","","F","1994.0000000000","A1","","A2","N","","","","",""
"684","1980-01-01 00:00:00","21","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","4","M","1996.0000000000","A3","","A2","N","","","","",""
"685","1980-01-01 00:00:00","21","pl","3","","","","","","","","","","","","","Y","","9.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","F","1998.0000000000","A1","","A2","N","","","","",""
"686","1980-01-01 00:00:00","21","pl","5","","","","","","","","","","","","","","","","Y","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","2","","","M","1998.0000000000","A1","","A2","N","","","","",""
"687","1980-01-01 00:00:00","21","pl","1","","","","","","","Y","","N","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","M","1989.0000000000","A4","","A1","Y","","","","",""
"688","","13","pl","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"689","1980-01-01 00:00:00","21","pl","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","Y","","","","","","","","","","","","","","M","1991.0000000000","A4","","A2","N","","","","",""
"690","1980-01-01 00:00:00","21","pl","1","","","","","","","Y","","Y","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","1956.0000000000","A4","","A2","N","","","","",""
"691","","1","pl","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"692","1980-01-01 00:00:00","21","pl","6","","","","","","","","","","","","","","","","","Y","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1","","","","M","1991.0000000000","A4","","A2","N","","","","",""
"693","1980-01-01 00:00:00","21","pl","1","","","","","","","Y","","N","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","1991.0000000000","-oth-","lekarz weterynarii","A2","N","","","","",""
"694","1980-01-01 00:00:00","21","pl","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","3","","F","1998.0000000000","A1","","A2","N","","","","",""
"695","1980-01-01 00:00:00","21","pl","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","2","F","1998.0000000000","A1","","A2","N","","","","",""
"696","1980-01-01 00:00:00","21","pl","10","","","","","","","","","","","","","","","","","","","","","","","","A5","A3","","","","","","","","","","","","","","","","","","","","","M","1995.0000000000","A4","","A2","N","","","","",""
"697","1980-01-01 00:00:00","21","pl","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","1","","","","F","1990.0000000000","A4","","A1","Y","","","","",""
"698","","1","pl","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"699","1980-01-01 00:00:00","21","pl","12","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","N","","","","","","","","","","","","","","","M","1990.0000000000","A3","","A2","N","","","","",""
"700","1980-01-01 00:00:00","21","pl","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","2","","F","1991.0000000000","A4","","A2","N","","","","",""
"701","1980-01-01 00:00:00","21","pl","10","","","","","","","","","","","","","","","","","","","","","","","","A5","A1","","","","","","","","","","","","","","","","","","","","","M","1975.0000000000","A4","","A2","N","","","","",""
"702","1980-01-01 00:00:00","21","pl","12","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","N","","","","","","","","","","","","","","","F","1998.0000000000","A1","","A2","N","","","","",""
"703","1980-01-01 00:00:00","21","pl","4","","","","","","","","","","","","","","Y","16.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","F","1986.0000000000","A4","","A2","N","","","","",""
"704","1980-01-01 00:00:00","21","pl","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","1","","","","F","1986.0000000000","A3","","A2","N","","","","",""
"705","","1","pl","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"706","1980-01-01 00:00:00","21","pl","3","","","","","","","","","","","","","Y","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","F","1996.0000000000","A3","","A2","N","","","","",""
"707","","1","pl","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"708","1980-01-01 00:00:00","21","pl","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","1","","M","1947.0000000000","A4","","A2","N","","","","",""
"709","1980-01-01 00:00:00","21","pl","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","4","F","1996.0000000000","A3","","A2","N","","","","",""
"710","1980-01-01 00:00:00","21","pl","2","","","","","","","","N","","N","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","1982.0000000000","A4","","A2","N","","","","",""
"711","1980-01-01 00:00:00","21","pl","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","2","","","","F","1988.0000000000","A4","","A2","Y","","","","",""
"712","1980-01-01 00:00:00","21","pl","5","","","","","","","","","","","","","","","","N","","21.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","2","","","F","1998.0000000000","A3","","A2","Y","","","","",""
"713","1980-01-01 00:00:00","21","pl","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","Y","","","","","","","","","","","","","","M","1975.0000000000","A3","","A2","Y","","","","",""
"714","","1","pl","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"715","1980-01-01 00:00:00","21","pl","1","","","","","","","Y","","N","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","M","1996.0000000000","A3","","A2","N","","","","",""
"716","","1","pl","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"717","","1","pl","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"718","1980-01-01 00:00:00","21","pl","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","1","","","","F","1986.0000000000","A3","","A2","N","","","","",""
"719","1980-01-01 00:00:00","21","pl","9","","","","","","","","","","","","","","","","","","","","","","A5","A1","","","","","","","","","","","","","","","","","","","","","","","F","1990.0000000000","A3","","A2","N","","","","",""
"720","","1","pl","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"721","","13","pl","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"722","","6","pl","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"723","","3","pl","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"724","","1","pl","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"725","","1","pl","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"726","1980-01-01 00:00:00","21","pl","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","3","","","F","1991.0000000000","A3","","A2","N","","","","",""
"727","","1","pl","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"728","","18","pl","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","",""
"729","1980-01-01 00:00:00","21","pl","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","","","1","","","","F","1996.0000000000","A3","","A2","N","","","","",""
"730","1980-01-01 00:00:00","21","pl","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","4","","","F","24.0000000000","A4","","A2","N","","","","",""
"731","1980-01-01 00:00:00","21","pl","12","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","N","","","","","","","","","","","","","","","F","1983.0000000000","A4","","A2","N","","","","",""
"732","1980-01-01 00:00:00","21","pl","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","Y","","","","","","","","","","","","","","F","1990.0000000000","A3","","A2","Y","","","","",""
"733","1980-01-01 00:00:00","21","pl","2","","","","","","","","Y","","N","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","M","1987.0000000000","A4","","A2","Y","","","","",""
"734","","8","pl","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"735","1980-01-01 00:00:00","21","pl","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","2","F","1996.0000000000","A3","","A2","N","","","","",""
"736","","1","pl","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"737","1980-01-01 00:00:00","21","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","2","M","1994.0000000000","A4","","A2","N","","","","",""
"738","","13","pl","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"739","","1","pl","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"740","","1","pl","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"741","1980-01-01 00:00:00","21","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","3","M","1997.0000000000","A3","","A2","N","","","","",""
"742","","2","pl","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"743","","1","pl","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"744","","1","pl","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"745","","1","pl","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"746","1980-01-01 00:00:00","21","pl","7","","","","","","","","","","","","","","","","","","","Y","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","1","","","M","23.0000000000","A4","","A2","N","","","","",""
"747","1980-01-01 00:00:00","21","pl","5","","","","","","","","","","","","","","","","N","","1726.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","5","","","M","1988.0000000000","A4","","A2","N","","","","",""
"748","1980-01-01 00:00:00","21","pl","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","1","","","","F","1995.0000000000","A3","","A2","N","","","","",""
"749","","19","pl","9","","","","","","","","","","","","","","","","","","","","","","A5","A1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"750","1980-01-01 00:00:00","21","pl","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","Y","","","","","","","","","","","","","","M","1975.0000000000","A4","","A2","N","","","","",""
"751","","1","pl","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"752","","1","pl","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"753","","1","pl","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"754","","3","pl","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"755","","1","pl","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"756","","1","pl","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"757","","1","pl","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"758","1980-01-01 00:00:00","21","pl","9","","","","","","","","","","","","","","","","","","","","","","A4","A1","","","","","","","","","","","","","","","","","","","","","","","M","1985.0000000000","A4","","A1","N","","","","",""
"759","","19","pl","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","2","","","","","","","","","","",""
"760","","1","pl","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"761","1980-01-01 00:00:00","21","pl","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","Y","","","","","","","","","","","","","","F","1986.0000000000","A4","","A2","N","","","","",""
